Implementing High Performance Multicast in a Managed Environment Krzysztof Ostrowski |
between sure that clients file operations are executed in a |
of packets sent to or received from a particular neighbor |
and writes files without raising the issue of concurrent accesses |
layered interleaving each data packet is included in c XORs |
sure that clients file operations are executed in a timely |
packets sent to or received from a particular neighbor p |
that clients file operations are executed in a timely way |
each of which is generated at different interleaves from the |
of which is generated at different interleaves from the original |
which is generated at different interleaves from the original data |
is generated at different interleaves from the original data stream |
p will be able to identify that the node has |
a form of the oscillating state we encountered in Figure |
will be able to identify that the node has lied |
be able to identify that the node has lied and |
Four combined workloads were then generated by running a foreground |
able to identify that the node has lied and will |
combined workloads were then generated by running a foreground and |
ensures that the c XORs containing a data packet do |
to identify that the node has lied and will therefore |
workloads were then generated by running a foreground and a |
the amount of memory in use at the sender ceases |
that the c XORs containing a data packet do not |
supporting mobile clients requires coping Existing systems tailored to low |
were then generated by running a foreground and a background |
amount of memory in use at the sender ceases to |
identify that the node has lied and will therefore stop |
the c XORs containing a data packet do not have |
then generated by running a foreground and a background workload |
of memory in use at the sender ceases to be |
bandwidth clients differenwith the atypical patterns of connectivity that characterise |
that the node has lied and will therefore stop exchanging |
c XORs containing a data packet do not have any |
generated by running a foreground and a background workload concurrently |
memory in use at the sender ceases to be a |
clients differenwith the atypical patterns of connectivity that characterise them |
the node has lied and will therefore stop exchanging packets |
XORs containing a data packet do not have any other |
in use at the sender ceases to be a good |
node has lied and will therefore stop exchanging packets with |
containing a data packet do not have any other data |
use at the sender ceases to be a good predictor |
has lied and will therefore stop exchanging packets with n |
a data packet do not have any other data packet |
at the sender ceases to be a good predictor of |
data packet do not have any other data packet in |
the sender ceases to be a good predictor of the |
Given that an opportunistic node s goal is to maximize |
packet do not have any other data packet in common |
sender ceases to be a good predictor of the amount |
that an opportunistic node s goal is to maximize its |
ceases to be a good predictor of the amount of |
an opportunistic node s goal is to maximize its utility |
to be a good predictor of the amount of memory |
be a good predictor of the amount of memory in |
a good predictor of the amount of memory in use |
it should have no interest in losing data exchange partners |
good predictor of the amount of memory in use at |
The aim of the experiments was to demonstrate that priorities |
with each XOR generated from r data packets and each |
predictor of the amount of memory in use at receivers |
aim of the experiments was to demonstrate that priorities improve |
each XOR generated from r data packets and each data |
of the experiments was to demonstrate that priorities improve the |
XOR generated from r data packets and each data packet |
violating what turns out to be an implicit requirement of |
the experiments was to demonstrate that priorities improve the performance |
generated from r data packets and each data packet included |
what turns out to be an implicit requirement of our |
Local auditing ensures that correct information is available regarding the |
experiments was to demonstrate that priorities improve the performance of |
from r data packets and each data packet included in |
turns out to be an implicit requirement of our flow |
writes back changes to files asynbandwidth to perform all its |
auditing ensures that correct information is available regarding the set |
was to demonstrate that priorities improve the performance of the |
r data packets and each data packet included in c |
back changes to files asynbandwidth to perform all its file |
ensures that correct information is available regarding the set of |
to demonstrate that priorities improve the performance of the foreground |
data packets and each data packet included in c XORs |
changes to files asynbandwidth to perform all its file operations |
that correct information is available regarding the set of data |
demonstrate that priorities improve the performance of the foreground workloads |
Overheads in a Perturbed System The reader might wonder whether |
to files asynbandwidth to perform all its file operations in |
correct information is available regarding the set of data sent |
in a Perturbed System The reader might wonder whether our |
The four combined workloads were executed on top of MFS |
files asynbandwidth to perform all its file operations in a |
information is available regarding the set of data sent and |
a Perturbed System The reader might wonder whether our results |
four combined workloads were executed on top of MFS configured |
asynbandwidth to perform all its file operations in a timely |
is available regarding the set of data sent and received |
Perturbed System The reader might wonder whether our results would |
combined workloads were executed on top of MFS configured with |
to perform all its file operations in a timely fashion |
available regarding the set of data sent and received by |
System The reader might wonder whether our results would be |
workloads were executed on top of MFS configured with either |
regarding the set of data sent and received by any |
The reader might wonder whether our results would be different |
were executed on top of MFS configured with either synchronous |
the set of data sent and received by any node |
reader might wonder whether our results would be different if |
executed on top of MFS configured with either synchronous writes |
might wonder whether our results would be different if the |
assigns lower priorities to asynMobile file systems typically assume that |
and allows nodes to monitor each other s contribution rates |
wonder whether our results would be different if the system |
lower priorities to asynMobile file systems typically assume that a |
The update logging mechanism was configured to delay flushing an |
whether our results would be different if the system experienced |
priorities to asynMobile file systems typically assume that a client |
update logging mechanism was configured to delay flushing an update |
our results would be different if the system experienced high |
to asynMobile file systems typically assume that a client is |
logging mechanism was configured to delay flushing an update for |
standard FEC schemes can be made resistant to a certain |
results would be different if the system experienced high loss |
asynMobile file systems typically assume that a client is strongly |
mechanism was configured to delay flushing an update for at |
FEC schemes can be made resistant to a certain loss |
would be different if the system experienced high loss rates |
Global Auditors Global auditors are trusted components with global membership |
was configured to delay flushing an update for at least |
schemes can be made resistant to a certain loss burst |
chronous operations at the IP level to reduce interference with |
be different if the system experienced high loss rates or |
Auditors Global auditors are trusted components with global membership knowledge |
configured to delay flushing an update for at least a |
can be made resistant to a certain loss burst length |
operations at the IP level to reduce interference with connected |
different if the system experienced high loss rates or was |
to delay flushing an update for at least a second |
be made resistant to a certain loss burst length at |
who interact with one another and with the local auditors |
at the IP level to reduce interference with connected like |
if the system experienced high loss rates or was otherwise |
made resistant to a certain loss burst length at the |
Every experiment was repeated ten times at each of five |
the IP level to reduce interference with connected like a |
the system experienced high loss rates or was otherwise perturbed |
resistant to a certain loss burst length at the cost |
experiment was repeated ten times at each of five possible |
IP level to reduce interference with connected like a desktop |
to a certain loss burst length at the cost of |
was repeated ten times at each of five possible bandwidth |
level to reduce interference with connected like a desktop host |
a certain loss burst length at the cost of increased |
we performed an experiment in which one of the receiver |
repeated ten times at each of five possible bandwidth values |
Global auditors periodically sample the state of the system by |
certain loss burst length at the cost of increased recovery |
performed an experiment in which one of the receiver nodes |
auditors periodically sample the state of the system by querying |
loss burst length at the cost of increased recovery latency |
shows the time taken for each workload at a bandwidth |
an experiment in which one of the receiver nodes experiences |
periodically sample the state of the system by querying local |
burst length at the cost of increased recovery latency for |
the time taken for each workload at a bandwidth of |
experiment in which one of the receiver nodes experiences a |
sample the state of the system by querying local auditors |
length at the cost of increased recovery latency for all |
in which one of the receiver nodes experiences a periodic |
at the cost of increased recovery latency for all lost |
adaptation by deferred transmission of file upwidth lies between these |
the cost of increased recovery latency for all lost packets |
by deferred transmission of file upwidth lies between these extremes |
and on this basis compute the minimum upload contribution threshold |
demonstrate the benefit of priorities when there is high contention |
assuming weak connectivity dates has the disadvantage of increasing the |
the benefit of priorities when there is high contention between |
Different strategies may be employed for choosing the best possible |
weak connectivity dates has the disadvantage of increasing the delay |
benefit of priorities when there is high contention between high |
layered interleaving provides graceful degradation in the face of bursty |
strategies may be employed for choosing the best possible threshold |
connectivity dates has the disadvantage of increasing the delay before |
interleaving provides graceful degradation in the face of bursty loss |
dates has the disadvantage of increasing the delay before upcan |
provides graceful degradation in the face of bursty loss for |
has the disadvantage of increasing the delay before upcan be |
adding priorities decreases the time required for the foreground workload |
graceful degradation in the face of bursty loss for constant |
the disadvantage of increasing the delay before upcan be too |
priorities decreases the time required for the foreground workload to |
degradation in the face of bursty loss for constant encoding |
disadvantage of increasing the delay before upcan be too conservative |
decreases the time required for the foreground workload to execute |
in the face of bursty loss for constant encoding overhead |
Global auditors are also responsible for verifying accusations issued by |
the face of bursty loss for constant encoding overhead singleton |
since it delays sending updates to the dates are applied |
auditors are also responsible for verifying accusations issued by local |
face of bursty loss for constant encoding overhead singleton random |
it delays sending updates to the dates are applied at |
are also responsible for verifying accusations issued by local auditors |
of bursty loss for constant encoding overhead singleton random losses |
delays sending updates to the dates are applied at the |
also responsible for verifying accusations issued by local auditors against |
bursty loss for constant encoding overhead singleton random losses are |
where the foreground workload generates heavy contention by fetching a |
sending updates to the dates are applied at the file |
responsible for verifying accusations issued by local auditors against particular |
loss for constant encoding overhead singleton random losses are recovered |
the foreground workload generates heavy contention by fetching a large |
updates to the dates are applied at the file server |
for verifying accusations issued by local auditors against particular nodes |
for constant encoding overhead singleton random losses are recovered as |
foreground workload generates heavy contention by fetching a large volume |
and therefore reduces the deserver in order to aggregate modifications |
constant encoding overhead singleton random losses are recovered as quickly |
workload generates heavy contention by fetching a large volume of |
encoding overhead singleton random losses are recovered as quickly as |
generates heavy contention by fetching a large volume of data |
overhead singleton random losses are recovered as quickly as possible |
Validation involves verifying that the accused node s history indeed |
For its own This paper examines the effectiveness of MAFS |
The greatest benefits are observable for the combination of asynchronous |
involves verifying that the accused node s history indeed indicates |
greatest benefits are observable for the combination of asynchronous writes |
verifying that the accused node s history indeed indicates that |
benefits are observable for the combination of asynchronous writes with |
and each successive layer of XORs generated at a higher |
that the accused node s history indeed indicates that the |
are observable for the combination of asynchronous writes with priorities |
bandwidth client may decide to delay sending a file system |
each successive layer of XORs generated at a higher interleave |
the accused node s history indeed indicates that the node |
client may decide to delay sending a file system that |
since here the performance of the background workload can also |
successive layer of XORs generated at a higher interleave catches |
accused node s history indeed indicates that the node is |
may decide to delay sending a file system that propagates |
It doesn t appear to be correlated to the amount |
here the performance of the background workload can also improve |
layer of XORs generated at a higher interleave catches larger |
node s history indeed indicates that the node is sending |
decide to delay sending a file system that propagates file |
doesn t appear to be correlated to the amount of |
the performance of the background workload can also improve by |
of XORs generated at a higher interleave catches larger bursts |
s history indeed indicates that the node is sending less |
to delay sending a file system that propagates file modifications |
t appear to be correlated to the amount of loss |
performance of the background workload can also improve by not |
XORs generated at a higher interleave catches larger bursts missed |
history indeed indicates that the node is sending less data |
delay sending a file system that propagates file modifications asynchronously |
of the background workload can also improve by not having |
generated at a higher interleave catches larger bursts missed by |
indeed indicates that the node is sending less data than |
sending a file system that propagates file modifications asynchronously file |
the background workload can also improve by not having to |
at a higher interleave catches larger bursts missed by the |
indicates that the node is sending less data than the |
a file system that propagates file modifications asynchronously file s |
background workload can also improve by not having to wait |
a higher interleave catches larger bursts missed by the previous |
that the node is sending less data than the current |
file system that propagates file modifications asynchronously file s update |
workload can also improve by not having to wait for |
higher interleave catches larger bursts missed by the previous layer |
the node is sending less data than the current threshold |
system that propagates file modifications asynchronously file s update to |
The implementation of this algorithm is simple and shown in |
can also improve by not having to wait for its |
that propagates file modifications asynchronously file s update to the |
implementation of this algorithm is simple and shown in Figure |
Expurging a node involves informing the nodes immediate neighbors of |
also improve by not having to wait for its writes |
propagates file modifications asynchronously file s update to the file |
a node involves informing the nodes immediate neighbors of its |
improve by not having to wait for its writes to |
file modifications asynchronously file s update to the file server |
performance does not appear to be directly correlated to the |
node involves informing the nodes immediate neighbors of its status |
by not having to wait for its writes to be |
a set of repair bins is maintained for each layer |
does not appear to be directly correlated to the observed |
but this decision may also affect at all bandwidth levels |
involves informing the nodes immediate neighbors of its status and |
not having to wait for its writes to be committed |
not appear to be directly correlated to the observed packet |
informing the nodes immediate neighbors of its status and forcing |
A repair bin consists of a partially constructed repair packet |
having to wait for its writes to be committed at |
appear to be directly correlated to the observed packet loss |
MAFS other clients that would like to read the file |
the nodes immediate neighbors of its status and forcing the |
to wait for its writes to be committed at the |
an XOR and the recipe list of identifiers of data |
nodes immediate neighbors of its status and forcing the removal |
wait for its writes to be committed at the server |
Optimistic concuruses RPC priorities to reduce interference between read and |
throughput is uncorrelated with memory use both on the perturbed |
XOR and the recipe list of identifiers of data packets |
immediate neighbors of its status and forcing the removal of |
concuruses RPC priorities to reduce interference between read and rency |
is uncorrelated with memory use both on the perturbed receiver |
and the recipe list of identifiers of data packets that |
neighbors of its status and forcing the removal of the |
RPC priorities to reduce interference between read and rency control |
the recipe list of identifiers of data packets that compose |
of its status and forcing the removal of the node |
In addition to comparing MFS with and without prioritised RPCs |
priorities to reduce interference between read and rency control and |
recipe list of identifiers of data packets that compose the |
its status and forcing the removal of the node from |
to reduce interference between read and rency control and reconciliation |
we also investigate the performance impact of replacing synchronous RPCs |
list of identifiers of data packets that compose the XOR |
status and forcing the removal of the node from the |
reduce interference between read and rency control and reconciliation of |
also investigate the performance impact of replacing synchronous RPCs for |
and forcing the removal of the node from the overlay |
Each intercepted data packet is added to each layer where |
interference between read and rency control and reconciliation of conflicting |
investigate the performance impact of replacing synchronous RPCs for file |
forcing the removal of the node from the overlay mesh |
a consequence of the cooperative caching policy described in Section |
intercepted data packet is added to each layer where adding |
between read and rency control and reconciliation of conflicting updates |
the performance impact of replacing synchronous RPCs for file updates |
data packet is added to each layer where adding to |
The number of global auditors may vary according to different |
read and rency control and reconciliation of conflicting updates are |
performance impact of replacing synchronous RPCs for file updates with |
packet is added to each layer where adding to a |
number of global auditors may vary according to different parameters |
and rency control and reconciliation of conflicting updates are typwrite |
impact of replacing synchronous RPCs for file updates with asynchronous |
is added to each layer where adding to a layer |
rency control and reconciliation of conflicting updates are typwrite traffic |
of replacing synchronous RPCs for file updates with asynchronous writeback |
added to each layer where adding to a layer simply |
We conclude that the drop in performance in these scenarios |
control and reconciliation of conflicting updates are typwrite traffic at |
The use of more global auditors distributes the load of |
to each layer where adding to a layer simply means |
conclude that the drop in performance in these scenarios can |
The performance of these alternatives is compared in a set |
and reconciliation of conflicting updates are typwrite traffic at low |
use of more global auditors distributes the load of sampling |
each layer where adding to a layer simply means choosing |
that the drop in performance in these scenarios can t |
performance of these alternatives is compared in a set of |
reconciliation of conflicting updates are typwrite traffic at low bandwidth |
of more global auditors distributes the load of sampling and |
layer where adding to a layer simply means choosing a |
the drop in performance in these scenarios can t be |
of these alternatives is compared in a set of microbenchmarks |
more global auditors distributes the load of sampling and improves |
To ensure that file modifications ically used to resolve inconsistencies |
where adding to a layer simply means choosing a repair |
drop in performance in these scenarios can t be explained |
global auditors distributes the load of sampling and improves efficiency |
and with workloads gathered from Windows NT file system traces |
adding to a layer simply means choosing a repair bin |
in performance in these scenarios can t be explained by |
auditors distributes the load of sampling and improves efficiency in |
to a layer simply means choosing a repair bin from |
performance in these scenarios can t be explained by correlation |
distributes the load of sampling and improves efficiency in reacting |
a layer simply means choosing a repair bin from the |
in these scenarios can t be explained by correlation with |
the load of sampling and improves efficiency in reacting to |
layer simply means choosing a repair bin from the layer |
When bandwidth are rapidly propagated to the clients that need |
these scenarios can t be explained by correlation with CPU |
load of sampling and improves efficiency in reacting to accusations |
simply means choosing a repair bin from the layer s |
The client machine makes use of the Dummynet trafficshaping module |
bandwidth are rapidly propagated to the clients that need them |
scenarios can t be explained by correlation with CPU activity |
of sampling and improves efficiency in reacting to accusations against |
means choosing a repair bin from the layer s set |
client machine makes use of the Dummynet trafficshaping module in |
sampling and improves efficiency in reacting to accusations against nodes |
this can be an acceptable price to pay for the |
machine makes use of the Dummynet trafficshaping module in FreeBSD |
but that it does appear correlated to slower cleanup and |
Global auditors are also perfect candidates to perform membership tasks |
and adding the data packet s header to the recipe |
makes use of the Dummynet trafficshaping module in FreeBSD to |
can be an acceptable price to pay for the abilalso |
that it does appear correlated to slower cleanup and the |
auditors are also perfect candidates to perform membership tasks such |
adding the data packet s header to the recipe list |
use of the Dummynet trafficshaping module in FreeBSD to limit |
be an acceptable price to pay for the abilalso incorporates |
A counter is incremented as each data packet arrives at |
are also perfect candidates to perform membership tasks such as |
of the Dummynet trafficshaping module in FreeBSD to limit its |
it does appear correlated to slower cleanup and the resulting |
an acceptable price to pay for the abilalso incorporates a |
counter is incremented as each data packet arrives at the |
also perfect candidates to perform membership tasks such as acting |
the Dummynet trafficshaping module in FreeBSD to limit its incoming |
does appear correlated to slower cleanup and the resulting memory |
acceptable price to pay for the abilalso incorporates a new |
is incremented as each data packet arrives at the appliance |
perfect candidates to perform membership tasks such as acting as |
The effect is much stronger than in the undisturbed experiments |
and choosing the repair bin from the layer s set |
Dummynet trafficshaping module in FreeBSD to limit its incoming and |
the number of pending messages starts at a higher level |
price to pay for the abilalso incorporates a new invalidation |
choosing the repair bin from the layer s set is |
candidates to perform membership tasks such as acting as entry |
trafficshaping module in FreeBSD to limit its incoming and outgoing |
the repair bin from the layer s set is done |
to perform membership tasks such as acting as entry points |
based update propagation ity to continue accessing a file server |
module in FreeBSD to limit its incoming and outgoing bandwidth |
repair bin from the layer s set is done by |
perform membership tasks such as acting as entry points to |
bin from the layer s set is done by taking |
The experiments we conduct in this section have a constant |
membership tasks such as acting as entry points to the |
from the layer s set is done by taking the |
experiments we conduct in this section have a constant bandwidth |
tasks such as acting as entry points to the P |
the layer s set is done by taking the modulo |
we conduct in this section have a constant bandwidth over |
layer s set is done by taking the modulo of |
conduct in this section have a constant bandwidth over the |
s set is done by taking the modulo of the |
in this section have a constant bandwidth over the duration |
set is done by taking the modulo of the counter |
this section have a constant bandwidth over the duration of |
since they are required to have full membership knowledge of |
and can like file systems therefore switch between a low |
is done by taking the modulo of the counter with |
section have a constant bandwidth over the duration of the |
they are required to have full membership knowledge of the |
done by taking the modulo of the counter with the |
have a constant bandwidth over the duration of the experiment |
are required to have full membership knowledge of the system |
by taking the modulo of the counter with the number |
required to have full membership knowledge of the system for |
but we analyse the performance of MFS when the bandwidth |
acThe authors were supported in part by DARPA under AFRL |
to have full membership knowledge of the system for performing |
taking the modulo of the counter with the number of |
we analyse the performance of MFS when the bandwidth varies |
authors were supported in part by DARPA under AFRL grant |
have full membership knowledge of the system for performing their |
the modulo of the counter with the number of bins |
analyse the performance of MFS when the bandwidth varies over |
were supported in part by DARPA under AFRL grant RADC |
full membership knowledge of the system for performing their auditing |
modulo of the counter with the number of bins in |
the performance of MFS when the bandwidth varies over the |
supported in part by DARPA under AFRL grant RADC cording |
membership knowledge of the system for performing their auditing roles |
of the counter with the number of bins in each |
performance of MFS when the bandwidth varies over the course |
in part by DARPA under AFRL grant RADC cording to |
the counter with the number of bins in each layer |
of MFS when the bandwidth varies over the course of |
part by DARPA under AFRL grant RADC cording to the |
MFS when the bandwidth varies over the course of an |
Global auditing monitors the global health of the system to |
by DARPA under AFRL grant RADC cording to the available |
when the bandwidth varies over the course of an experiment |
auditing monitors the global health of the system to identify |
DARPA under AFRL grant RADC cording to the available bandwidth |
the bandwidth varies over the course of an experiment in |
monitors the global health of the system to identify the |
bandwidth varies over the course of an experiment in Section |
the global health of the system to identify the best |
global health of the system to identify the best value |
health of the system to identify the best value for |
When a repair bin fills up its recipe list contains |
of the system to identify the best value for the |
a repair bin fills up its recipe list contains r |
Although it would be hard to precisely measure these delays |
the system to identify the best value for the minimum |
repair bin fills up its recipe list contains r data |
system to identify the best value for the minimum upload |
measuring alarm delays sheds light on the magnitude of the |
Microbenchmarks The first set of experiments compares different MFS configurations |
bin fills up its recipe list contains r data packets |
to identify the best value for the minimum upload threshold |
alarm delays sheds light on the magnitude of the problem |
The first set of experiments compares different MFS configurations for |
fills up its recipe list contains r data packets it |
Recall that our timesharing policy assigns quanta to different types |
first set of experiments compares different MFS configurations for specific |
identify the best value for the minimum upload threshold at |
up its recipe list contains r data packets it fires |
that our timesharing policy assigns quanta to different types of |
set of experiments compares different MFS configurations for specific types |
the best value for the minimum upload threshold at any |
our timesharing policy assigns quanta to different types of events |
a repair packet is generated consisting of the XOR and |
of experiments compares different MFS configurations for specific types of |
best value for the minimum upload threshold at any time |
repair packet is generated consisting of the XOR and the |
experiments compares different MFS configurations for specific types of contention |
value for the minimum upload threshold at any time during |
will cause QSM to use a larger fraction of its |
packet is generated consisting of the XOR and the recipe |
for the minimum upload threshold at any time during a |
cause QSM to use a larger fraction of its I |
is generated consisting of the XOR and the recipe list |
the minimum upload threshold at any time during a streaming |
generated consisting of the XOR and the recipe list and |
minimum upload threshold at any time during a streaming session |
consisting of the XOR and the recipe list and is |
of the XOR and the recipe list and is scheduled |
the XOR and the recipe list and is scheduled for |
This effect is magnified each time QSM is preempted by |
XOR and the recipe list and is scheduled for sending |
effect is magnified each time QSM is preempted by other |
is magnified each time QSM is preempted by other processes |
magnified each time QSM is preempted by other processes or |
each time QSM is preempted by other processes or by |
time QSM is preempted by other processes or by its |
QSM is preempted by other processes or by its own |
is preempted by other processes or by its own garbage |
preempted by other processes or by its own garbage collector |
a low threshold may not be sufficient to identify opportunistic |
low threshold may not be sufficient to identify opportunistic nodes |
if all the data packets contained in the repair s |
variations in bandwidth can occur without the user s with |
all the data packets contained in the repair s recipe |
in bandwidth can occur without the user s with additional |
the data packets contained in the repair s recipe list |
bandwidth can occur without the user s with additional support |
We considered different strategies for the choice of the minimum |
data packets contained in the repair s recipe list have |
can occur without the user s with additional support from |
considered different strategies for the choice of the minimum contribution |
packets contained in the repair s recipe list have been |
MB files from the local file system into the MFS |
occur without the user s with additional support from Microsoft |
s intervals are indeed much larger in the perturbed experiments |
different strategies for the choice of the minimum contribution t |
contained in the repair s recipe list have been received |
files from the local file system into the MFS file |
without the user s with additional support from Microsoft Research |
strategies for the choice of the minimum contribution t hreshold |
in the repair s recipe list have been received successfully |
from the local file system into the MFS file system |
the user s with additional support from Microsoft Research and |
for the choice of the minimum contribution t hreshold used |
user s with additional support from Microsoft Research and from |
the choice of the minimum contribution t hreshold used for |
If the repair s recipe list contains a single missing |
s with additional support from Microsoft Research and from the |
choice of the minimum contribution t hreshold used for identifying |
the repair s recipe list contains a single missing data |
with additional support from Microsoft Research and from the Intel |
of the minimum contribution t hreshold used for identifying misbehaving |
repair s recipe list contains a single missing data packet |
The maximum delay measured on receivers in the perturbed runs |
additional support from Microsoft Research and from the Intel Corporation |
the minimum contribution t hreshold used for identifying misbehaving nodes |
maximum delay measured on receivers in the perturbed runs is |
the final contents depend on the client that closed it |
final contents depend on the client that closed it last |
that is renewed each time the client communicates with the |
is renewed each time the client communicates with the file |
renewed each time the client communicates with the file server |
the problem could be alleviated by making our priority scheduling |
problem could be alleviated by making our priority scheduling more |
could be alleviated by making our priority scheduling more fine |
One downside of using a fixed threshold is that opportunistic |
downside of using a fixed threshold is that opportunistic nodes |
of using a fixed threshold is that opportunistic nodes that |
using a fixed threshold is that opportunistic nodes that learn |
a fixed threshold is that opportunistic nodes that learn the |
or by assigning priorities to feeds in the sending stack |
fixed threshold is that opportunistic nodes that learn the threshold |
threshold is that opportunistic nodes that learn the threshold can |
is that opportunistic nodes that learn the threshold can simply |
that opportunistic nodes that learn the threshold can simply contribute |
opportunistic nodes that learn the threshold can simply contribute at |
nodes that learn the threshold can simply contribute at the |
that learn the threshold can simply contribute at the lowest |
learn the threshold can simply contribute at the lowest possible |
the threshold can simply contribute at the lowest possible upload |
Token roundtrip time and the time to recover in the |
threshold can simply contribute at the lowest possible upload factor |
Token roundtrip time and the time to recover in the |
it is clear that such a stretagy may disrupt the |
is clear that such a stretagy may disrupt the streaming |
clear that such a stretagy may disrupt the streaming session |
It is worth noting that the doubled token roundtrip time |
can t be accounted for by the increase in memory |
t be accounted for by the increase in memory overhead |
be accounted for by the increase in memory overhead or |
accounted for by the increase in memory overhead or CPU |
for by the increase in memory overhead or CPU activity |
by the increase in memory overhead or CPU activity on |
the increase in memory overhead or CPU activity on the |
increase in memory overhead or CPU activity on the receivers |
as was the case in experiments where we varied the |
was the case in experiments where we varied the replication |
the case in experiments where we varied the replication factor |
The forwarded messages tend to get ahead of the token |
Adaptive RPC is based on our earlier work in modes |
RPC is based on our earlier work in modes can |
is based on our earlier work in modes can be |
based on our earlier work in modes can be ill |
Global auditors sample the system to identify the average download |
auditors sample the system to identify the average download factor |
but insufficient for a client to ignore it a typical |
insufficient for a client to ignore it a typical RPC |
for a client to ignore it a typical RPC system |
a client to ignore it a typical RPC system in |
client to ignore it a typical RPC system in allowing |
to ignore it a typical RPC system in allowing applications |
ignore it a typical RPC system in allowing applications to |
combining the XOR in the repair with the other successfully |
it a typical RPC system in allowing applications to control |
the XOR in the repair with the other successfully received |
the threshold may be reduced back to its initial value |
a typical RPC system in allowing applications to control how |
XOR in the repair with the other successfully received data |
typical RPC system in allowing applications to control how concurrent |
in the repair with the other successfully received data packets |
Loaded System So far the evaluation has focused on scenarios |
This stepwise approach allows the system to catch opportunistic nodes |
RPC system in allowing applications to control how concurrent RPCs |
System So far the evaluation has focused on scenarios where |
stepwise approach allows the system to catch opportunistic nodes in |
system in allowing applications to control how concurrent RPCs are |
So far the evaluation has focused on scenarios where the |
it cannot be used immediately for recovery it is instead |
approach allows the system to catch opportunistic nodes in case |
in allowing applications to control how concurrent RPCs are transmitted |
far the evaluation has focused on scenarios where the system |
cannot be used immediately for recovery it is instead stored |
allows the system to catch opportunistic nodes in case their |
the evaluation has focused on scenarios where the system was |
be used immediately for recovery it is instead stored in |
and special handling for failwhen deciding what to send over |
the system to catch opportunistic nodes in case their presence |
evaluation has focused on scenarios where the system was heavily |
used immediately for recovery it is instead stored in a |
special handling for failwhen deciding what to send over the |
system to catch opportunistic nodes in case their presence starts |
has focused on scenarios where the system was heavily loaded |
immediately for recovery it is instead stored in a table |
handling for failwhen deciding what to send over the network |
to catch opportunistic nodes in case their presence starts affecting |
for recovery it is instead stored in a table that |
catch opportunistic nodes in case their presence starts affecting the |
recovery it is instead stored in a table that maps |
Adaptive RPC requests and replies can contain an arbitrary amount |
opportunistic nodes in case their presence starts affecting the performance |
it is instead stored in a table that maps missing |
RPC requests and replies can contain an arbitrary amount of |
nodes in case their presence starts affecting the performance of |
is instead stored in a table that maps missing data |
requests and replies can contain an arbitrary amount of data |
in case their presence starts affecting the performance of the |
the growth in memory consumption causes slowdowns that amplify the |
instead stored in a table that maps missing data packets |
case their presence starts affecting the performance of the system |
A sender also attaches a priority and timeout to the |
growth in memory consumption causes slowdowns that amplify the increased |
stored in a table that maps missing data packets to |
sender also attaches a priority and timeout to the send |
in memory consumption causes slowdowns that amplify the increased latencies |
in a table that maps missing data packets to repair |
also attaches a priority and timeout to the send operation |
memory consumption causes slowdowns that amplify the increased latencies associated |
a table that maps missing data packets to repair packets |
consumption causes slowdowns that amplify the increased latencies associated with |
causes slowdowns that amplify the increased latencies associated with the |
slowdowns that amplify the increased latencies associated with the growth |
that amplify the increased latencies associated with the growth in |
for computing the threshold based on periodically sampled download and |
amplify the increased latencies associated with the growth in traffic |
this table is checked to see if any XORs now |
computing the threshold based on periodically sampled download and upload |
table is checked to see if any XORs now have |
To show this we designed experiments that vary the multicast |
the threshold based on periodically sampled download and upload factors |
is checked to see if any XORs now have singleton |
show this we designed experiments that vary the multicast rate |
checked to see if any XORs now have singleton losses |
The average download factors once again are used for detecting |
to see if any XORs now have singleton losses due |
so that an application need not block waiting for the |
average download factors once again are used for detecting whether |
see if any XORs now have singleton losses due to |
that an application need not block waiting for the result |
download factors once again are used for detecting whether the |
negligible loss rates and the nearly flat curve of memory |
if any XORs now have singleton losses due to the |
factors once again are used for detecting whether the threshold |
intem designed to support efficient access to a remote file |
loss rates and the nearly flat curve of memory consumption |
any XORs now have singleton losses due to the presence |
once again are used for detecting whether the threshold should |
designed to support efficient access to a remote file server |
XORs now have singleton losses due to the presence of |
again are used for detecting whether the threshold should be |
to support efficient access to a remote file server stead |
now have singleton losses due to the presence of the |
are used for detecting whether the threshold should be varied |
have singleton losses due to the presence of the new |
used for detecting whether the threshold should be varied or |
singleton losses due to the presence of the new packet |
Since an application can perform multiple RPCs concurby mobile clients |
for detecting whether the threshold should be varied or not |
losses due to the presence of the new packet and |
an application can perform multiple RPCs concurby mobile clients that |
due to the presence of the new packet and can |
application can perform multiple RPCs concurby mobile clients that must |
to the presence of the new packet and can be |
can perform multiple RPCs concurby mobile clients that must cope |
the presence of the new packet and can be used |
perform multiple RPCs concurby mobile clients that must cope with |
presence of the new packet and can be used for |
